Supplier_Reliability,Equipment_Height,Equipment_Width,Equipment_Weight,Equipment_Value,Base_Transport_Fee,Location_State,Location_Zip,Order_Year,Order_Month,Order_Day,Order_Dow,Order_Quarter,Delivery_Year,Delivery_Month,Delivery_Day,Delivery_Dow,Delivery_Quarter,Delivery_Time,Equipment_Area,Equipment_Density,Equipment_Cost_per_Area,Equipment_Cost_per_Weight,Equipment_Type_Brass,Equipment_Type_Bronze,Equipment_Type_Clay,Equipment_Type_Marble,Equipment_Type_Stone,Equipment_Type_Unknown,Equipment_Type_Wood,CrossBorder_Shipping_Yes,Urgent_Shipping_Yes,Installation_Service_Yes,Transport_Method_Roadways,Transport_Method_Unknown,Transport_Method_Waterways,Fragile_Equipment_Yes,Hospital_Info_Working Class,Rural_Hospital_Unknown,Rural_Hospital_Yes,Location_Is_Military_Yes,Transport_Cost,Transport_Cost_Log,Target_Shift_Value
0.34,11.0,7.0,291.0,3.41,12.65,40,4434,2016,2,23,1,1,2016,2,25,3,1,2,77.0,3.779220779220779,0.04428571428571429,0.011718213058419245,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,133.61,13.285024273824323,588184.2
0.63,32.0,23.0,12247852.0,57641.13,87.58,12,2057,2018,7,1,6,3,2018,7,3,1,3,2,736.0,16641.103260869564,78.3167527173913,0.0047062235892465065,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,404774.73,13.808445589745856,588184.2
0.91,7.0,4.0,45.0,3.1,15.11,31,383,2015,4,15,2,2,2015,4,16,3,2,1,28.0,1.6071428571428572,0.11071428571428572,0.06888888888888889,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,262.72,13.28524370558973,588184.2
0.21,43.0,17.0,9719857.0,18631.39,53.01,5,2378,2019,2,14,3,1,2019,2,14,3,1,0,731.0,13296.658002735978,25.48753761969904,0.001916837871174442,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,40870.92,13.351975752688313,588184.2
0.06,12.0,7.0,41853.0,70.71,36.33,46,1192,2015,2,26,3,1,2015,3,2,0,1,4,84.0,498.25,0.8417857142857142,0.0016894846247580816,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,662.64,13.285923093096201,588184.2
0.460924541128484,13.0,6.0,385.0,3.95,13.51,4,838,2015,11,17,1,4,2015,11,20,4,4,3,78.0,4.935897435897436,0.05064102564102564,0.01025974025974026,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,120.32,13.2850016837764,588184.2
0.4,17.0,6.0,47125.0,94.9,84.39,4,338,2015,12,19,5,4,2015,12,19,5,4,0,102.0,462.0098039215686,0.9303921568627451,0.002013793103448276,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,2220.12,13.288564563067911,588184.2
0.460924541128484,11.0,8.0,520.0,4.14,11.67,1,3634,2017,10,12,3,4,2017,10,13,4,4,1,88.0,5.909090909090909,0.04704545454545454,0.007961538461538461,False,False,True,False,False,False,False,True,False,True,False,False,True,True,True,False,False,True,132.99,13.285023219973391,588184.2
0.65,32.0,11.0,2135.0,9.97,14.81,36,4359,2018,11,9,4,4,2018,11,13,1,4,4,352.0,6.065340909090909,0.028323863636363637,0.004669789227166277,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,-1157.2,13.282827797842975,588184.2
0.54,29.0,20.0,7223441.580585848,25046.64,36.35,31,4505,2016,7,2,5,3,2016,7,5,1,3,3,580.0,12454.209621699738,43.18386206896552,0.0034674108900273858,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,64425.76,13.38873645736135,588184.2
0.57,3.0,3.0,27.0,5.95,16.42,48,2867,2017,2,10,4,1,2017,2,14,1,1,4,9.0,3.0,0.6611111111111111,0.22037037037037038,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,214.46,13.285161689871048,588184.2
0.1,10.0,4.0,146.0,6.67,22.69,8,2514,2016,7,10,6,3,2016,7,10,6,3,0,40.0,3.65,0.16675,0.04568493150684932,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,159.33,13.285067990661807,588184.2
0.47,19.0,10.0,257749.0,598.06,91.32,1,1925,2016,10,15,5,4,2016,10,18,1,4,3,190.0,1356.5736842105264,3.1476842105263154,0.0023203193804825625,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,3198.11,13.290219664832184,588184.2
0.63,8.0,4.0,100.0,6.64,18.65,35,1779,2015,4,15,2,2,2015,4,19,6,2,4,32.0,3.125,0.2075,0.0664,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,320.69,13.28534221412856,588184.2
0.29,41.0,19.0,1770.0,5.38,19.11,29,1,2015,1,16,4,1,2015,1,17,5,1,1,779.0,2.2721437740693196,0.006906290115532734,0.00303954802259887,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,247.12,13.285217194820884,588184.2
0.87,10.0,4.0,814.0,3.04,10.54,15,312,2016,9,28,2,3,2016,10,1,5,4,3,40.0,20.35,0.076,0.003734643734643735,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,262.52,13.285243365712526,588184.2
0.65,31.0,11.0,2974.0,16.82,20.05,4,2583,2015,5,26,1,2,2015,5,28,3,2,2,341.0,8.72140762463343,0.04932551319648094,0.005655682582380632,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,530.06,13.285697916202393,588184.2
0.56,21.0,9.0,382.0,3.04,22.96,8,52,2016,12,25,6,4,2016,12,27,1,4,2,189.0,2.0211640211640214,0.016084656084656083,0.007958115183246073,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,-343.24,13.284213415243949,588184.2
0.54,21.68361681533387,9.43755595906347,65103.0,165.05,86.65,1,4251,2019,4,11,3,2,2019,4,13,5,2,2,204.64034708960304,318.13374501116465,0.8065369432144867,0.002535213431024684,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,-1354.11,13.282492306124208,588184.2
0.94,32.0,12.0,2499.0,6.4,24.08,35,3736,2018,3,11,6,1,2018,3,14,2,1,3,384.0,6.5078125,0.016666666666666666,0.002561024409763906,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,1424.77,13.287216529483631,588184.2
0.77,19.03910130627146,8.0,4283.0,16.88,13.66,49,4202,2016,12,1,3,4,2016,12,3,5,4,2,152.31281045017167,28.119762135182718,0.11082455868360594,0.00394116273639972,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,432.47,13.285532134718267,588184.2
0.1,19.0,6.0,57229.0,134.07,37.14,22,5247,2019,8,17,5,3,2019,8,20,1,3,3,114.0,502.00877192982455,1.1760526315789472,0.0023426933897150045,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,677.08,13.285947615259602,588184.2
0.13,28.0,11.0,1043.0,6.48,10.54,45,4605,2016,7,27,2,3,2016,7,27,2,3,0,308.0,3.3863636363636362,0.02103896103896104,0.006212847555129435,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,127.56,13.285013990231473,588184.2
0.460924541128484,25.0,7.0,11914.0,7.64,69.06,33,512,2015,1,9,4,1,2015,1,12,0,1,3,175.0,68.08,0.04365714285714285,0.0006412623803928152,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-759.0,13.283505900088695,588184.2
0.19,37.0,18.0,62557.0,41.69,86.14,50,1667,2017,9,25,0,3,2017,9,27,2,3,2,666.0,93.92942942942943,0.06259759759759759,0.0006664322138209952,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,686.35,13.285963357356438,588184.2
0.79,47.0,10.0,91411.98053249624,4.27,14.23,14,1670,2015,4,18,5,2,2015,4,18,5,2,0,470.0,194.49357560105582,0.009085106382978722,4.671160142386422e-05,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,608.6,13.285831316450059,588184.2
0.97,40.49357393725985,20.0,4760.0,37.23,18.96,20,4795,2016,1,24,6,1,2016,1,24,6,1,0,809.871478745197,5.877475778471757,0.045970256981618385,0.007821428571428571,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,2717.58,13.289406782010463,588184.2
0.56,10.0,5.468511072920438,84.0,6.95,21.3,1,567,2018,8,27,0,3,2018,8,31,4,3,4,54.68511072920438,1.5360671100395178,0.12709126684255534,0.08273809523809524,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,281.67,13.285275908430858,588184.2
0.39,27.0,17.0,1077.0,4.23,17.67,8,2796,2017,7,11,1,3,2017,7,13,3,3,2,459.0,2.34640522875817,0.009215686274509804,0.0039275766016713095,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,196.99,13.285131998726506,588184.2
0.460924541128484,27.0,7.0,254774.0,909.81,28.01,8,2524,2016,3,4,4,1,2016,3,6,6,1,2,189.0,1348.010582010582,4.813809523809524,0.0035710472811197372,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,11358.47,13.303924094833405,588184.2
0.4,12.0,6.0,46687.0,151.37,38.34,43,4848,2017,8,18,4,3,2017,8,18,4,3,0,72.0,648.4305555555555,2.102361111111111,0.003242230171139718,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,892.78,13.286313847758372,588184.2
0.28,11.0,8.0,4063.0,13.27,14.69,20,2660,2018,2,20,1,1,2018,2,22,3,1,2,88.0,46.17045454545455,0.15079545454545454,0.0032660595619000738,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,193.77,13.285126526078173,588184.2
0.23,21.0,12.0,154118.47365856293,21.19,42.28,18,2894,2019,8,4,6,3,2019,8,7,2,3,3,252.0,611.5812446768371,0.08408730158730159,0.0001374916289850154,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,385.28,13.285451960618612,588184.2
0.68,38.0,12.0,2508402.0,13280.93,94.46,50,4056,2017,5,7,6,2,2017,5,11,3,2,4,456.0,5500.881578947368,29.12484649122807,0.005294577982317029,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,69257.27,13.396112541107016,588184.2
0.460924541128484,29.0,21.0,4618056.0,18975.45,30.52,4,5218,2019,4,9,1,2,2019,4,11,3,2,2,609.0,7583.014778325123,31.158374384236453,0.00410896922861048,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,177892.15,13.549038422736952,588184.2
0.62,10.0,4.0,6536.0,21.41,45.41,11,604,2019,4,8,0,2,2019,4,9,1,2,1,40.0,163.4,0.53525,0.003275703794369645,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,523.57,13.285686892136578,588184.2
0.16,34.0,7.0,243265.0,171.37,75.61,2,1789,2019,5,16,3,2,2019,5,18,5,2,2,238.0,1022.1218487394958,0.7200420168067228,0.0007044581012476107,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1111.3,13.282905985264396,588184.2
0.460924541128484,20.825942748399658,9.0,8180.0,38.07,41.96,17,1632,2016,7,19,1,3,2016,7,23,5,3,4,187.43348473559692,43.64214863496306,0.20311205361039653,0.004654034229828851,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1397.3,13.287169938277014,588184.2
0.97,6.0,5.0,108.0,5.15,24.89,52,1963,2016,2,27,5,1,2016,2,27,5,1,0,30.0,3.6,0.1716666666666667,0.04768518518518519,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,529.53,13.285697015936552,588184.2
0.54,29.0,11.0,269716.0,2079.33,62.07,9,409,2015,8,17,0,3,2015,8,19,2,3,2,319.0,845.5047021943574,6.518275862068966,0.007709331296623115,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,6226.86,13.29532806154729,588184.2
0.86,18.0,6.0,-42704.857040463336,4.38,15.93,29,2890,2015,6,4,3,2,2015,6,8,0,2,4,108.0,-395.4153429672531,0.04055555555555555,-0.00010256444590951095,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,478.17,13.28560977123575,588184.2
0.460924541128484,14.0,6.0,1736.0,7.41,20.78,15,572,2018,9,11,1,3,2018,9,12,2,3,1,84.0,20.666666666666668,0.08821428571428572,0.004268433179723502,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,219.5,13.285170255440944,588184.2
0.09,4.0,4.0,35.0,3.52,11.33,0,832,2017,3,6,0,1,2017,3,6,0,1,0,16.0,2.1875,0.22,0.10057142857142858,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,90.94,13.284951742491398,588184.2
0.32,22.0,7.0,103591.0,139.89,58.92,22,2109,2016,12,5,0,4,2016,12,5,0,4,0,154.0,672.6688311688312,0.9083766233766233,0.001350406888629321,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,966.07,13.28643825478713,588184.2
0.5,16.0,7.0,1050.0,5.64,22.14,24,4450,2016,12,6,1,4,2016,12,8,3,4,2,112.0,9.375,0.05035714285714286,0.005371428571428571,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,298.39,13.285304320841693,588184.2
0.24,7.0,4.0,-109157.99177129177,3.81,11.1,33,4277,2015,6,13,5,2,2015,6,13,5,2,0,28.0,-3898.499706117563,0.13607142857142857,-3.490353695753882e-05,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,145.01,13.285043650885463,588184.2
0.09,24.0,8.0,8290.0,7.23,98.58,52,4404,2015,2,5,3,1,2015,2,9,0,1,4,192.0,43.177083333333336,0.03765625,0.0008721351025331725,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,555.11,13.285740465578595,588184.2
0.99,4.0,3.0,49.0,5.95,24.24,17,1994,2019,2,9,5,1,2019,2,11,0,1,2,12.0,4.083333333333333,0.49583333333333335,0.12142857142857143,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,476.41,13.285606781407063,588184.2
0.46,10.0,5.0,491.0,6.86,20.17,17,4787,2018,5,7,0,2,2018,5,10,3,2,3,50.0,9.82,0.13720000000000002,0.013971486761710795,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,269.33,13.285254938466338,588184.2
0.63,7.0,5.0,4305.0,20.05,22.17,16,2853,2018,9,11,1,3,2018,9,15,5,3,4,35.0,123.0,0.5728571428571428,0.0046573751451800234,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,428.48,13.285525356101642,588184.2
0.460924541128484,30.0,22.0,52276.0,22.08,72.4,4,2295,2018,11,21,2,4,2018,11,22,3,4,1,660.0,79.2060606060606,0.03345454545454545,0.00042237355574259694,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,1013.82,13.286519300296995,588184.2
0.17,12.0,6.0,1487.0,5.99,13.07,4,2111,2017,4,13,3,2,2017,4,17,0,2,4,72.0,20.65277777777778,0.08319444444444445,0.004028244788164089,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,172.6,13.285090545219001,588184.2
0.9,28.0,14.0,246.0,3.11,14.95,34,349,2018,4,22,6,2,2018,4,26,3,2,4,392.0,0.6275510204081632,0.007933673469387755,0.012642276422764227,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,580.17,13.285783030129117,588184.2
0.460924541128484,18.0,10.0,185994.0,446.02,56.7,50,4874,2018,4,19,3,2,2018,4,21,5,2,2,180.0,1033.3,2.477888888888889,0.002398034345193931,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,-3656.01,13.278561998767055,588184.2
0.19,17.0,6.0,529.0,4.86,19.34,32,2451,2018,9,11,1,3,2018,9,12,2,3,1,102.0,5.186274509803922,0.04764705882352942,0.009187145557655955,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,186.14,13.28511355816147,588184.2
0.55,17.25171075470255,7.0,1844.0,6.44,11.37,29,2356,2018,11,13,1,4,2018,11,17,5,4,4,120.76197528291786,15.26970717131719,0.05332804456794073,0.003492407809110629,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,260.01,13.285239100243789,588184.2
0.72,20.0,13.0,25485.0,143.73,79.18,20,1958,2017,4,18,1,2,2017,4,22,5,2,4,260.0,98.01923076923077,0.5528076923076922,0.005639788110653325,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,2261.35,13.288634394011256,588184.2
0.99,46.0,19.0,1178.0,6.16,16.88,3,2281,2015,8,26,2,3,2015,8,28,4,3,2,874.0,1.3478260869565217,0.007048054919908467,0.005229202037351444,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,-1922.78,13.281522784019282,588184.2
0.18,9.0,4.0,3597.0,4.05,19.52,32,1285,2016,3,26,5,1,2016,3,26,5,1,0,36.0,99.91666666666667,0.11249999999999999,0.0011259382819015847,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,218.46,13.2851684879484,588184.2
0.19,20.0,6.0,478.0,4.2,15.0,34,4205,2019,1,26,5,1,2019,1,26,5,1,0,120.0,3.9833333333333334,0.035,0.008786610878661089,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,146.27,13.285045792537598,588184.2
0.63,43.0,16.62972868518911,20788.0,73.52,44.22,1,2131,2019,4,26,4,2,2019,4,26,4,2,0,715.0783334631318,29.070940940586887,0.10281391081161957,0.0035366557629401578,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,3421.09,13.290596641946168,588184.2
0.73,34.0,22.0,479474.60796380846,32.84,20.33,17,4560,2019,3,13,2,1,2019,3,17,6,1,4,748.0,641.0088341762146,0.043903743315508025,6.849163533281166e-05,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1033.77,13.28655315925056,588184.2
0.95,21.0,6.0,4008.0,5.91,17.23,48,3094,2016,12,5,0,4,2016,12,5,0,4,0,126.0,31.80952380952381,0.04690476190476191,0.001474550898203593,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,657.27,13.285913973551013,588184.2
0.71,21.744220355275875,9.568309786439624,312444.0,2546.03,80.89,30,3326,2016,9,29,3,3,2016,9,30,4,3,1,208.05543642388582,1501.7343712347708,12.237267354133424,0.008148756257121277,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,11187.32,13.303638586967901,588184.2
0.43,5.0,4.0,639.0,4.58,16.38,30,4890,2017,3,3,4,1,2017,3,5,6,1,2,20.0,31.95,0.229,0.007167449139280125,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,230.53,13.285189000866701,588184.2
0.45,16.0,7.0,140.0,4.36,18.01,42,1038,2018,3,18,6,1,2018,3,19,0,1,1,112.0,1.25,0.03892857142857143,0.031142857142857146,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,211.41,13.285156506306011,588184.2
0.79,37.0,13.0,4334.0,20.53,12.46,3,1108,2018,3,27,1,1,2018,3,31,5,1,4,481.0,9.01039501039501,0.04268191268191268,0.004736963544070143,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,563.4,13.285754546390617,588184.2
0.6,23.0,10.0,380.0,3.73,21.04,36,1367,2018,4,18,2,2,2018,4,18,2,2,0,230.0,1.6521739130434783,0.016217391304347826,0.00981578947368421,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,365.85,13.28541894788457,588184.2
0.15,9.0,5.0,54.0,3.25,11.03,51,5075,2018,9,21,4,3,2018,9,22,5,3,1,45.0,1.2,0.07222222222222222,0.06018518518518518,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,106.1,13.284977512369919,588184.2
0.2,3.0,2.0,-173665.59903613792,4.69,18.32,29,3925,2019,8,17,5,3,2019,8,20,1,3,3,6.0,-28944.26650602299,0.7816666666666667,-2.7005924178593726e-05,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,128.34,13.285015316055993,588184.2
0.29,20.827648914517138,9.0,766.0,6.46,24.27,31,3193,2017,5,15,0,2,2017,5,17,2,2,2,187.44884023065424,4.086448329354523,0.034462736563485925,0.008433420365535248,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,207.27,13.285149470210808,588184.2
0.15,11.0,5.807025355673062,2129.0,5.54,11.91,35,610,2015,9,1,1,3,2015,9,3,3,3,2,63.87727891240368,33.329534949657834,0.08672880395542716,0.0026021606387975574,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,133.49,13.285024069853261,588184.2
0.93,21.825513670560344,9.484196658105642,69759.50695618754,5.72,23.91,52,1521,2016,12,8,3,4,2016,12,10,5,4,2,206.99746381576742,337.0065781012425,0.027633188806076067,8.199599236835842e-05,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,1032.03,13.286550206184454,588184.2
0.15,23.0,7.0,348.0,5.13,22.11,5,1972,2016,10,6,3,4,2016,10,9,6,4,3,161.0,2.1614906832298137,0.03186335403726708,0.014741379310344827,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,177.22,13.285098397552837,588184.2
0.460924541128484,27.0,13.0,877.0,7.0,10.42,2,889,2016,12,5,0,4,2016,12,8,3,4,3,351.0,2.4985754985754984,0.019943019943019943,0.00798175598631699,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,225.9,13.285181132249361,588184.2
0.89,27.0,12.00971140517474,2255801.0,11025.79,88.52,47,507,2018,6,18,0,2,2018,6,22,4,2,4,324.26220793971794,6956.718805847906,34.0026982177638,0.004887749406973399,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,91227.61,13.428984189402815,588184.2
0.74,31.0,22.0,54505.0,265.0,58.61,45,2193,2017,2,14,1,1,2017,2,17,4,1,3,682.0,79.91935483870968,0.3885630498533724,0.004861939271626457,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2499.66,13.289037922359103,588184.2
0.5,4.0,3.0,496.0,6.78,24.65,30,2900,2019,2,2,5,1,2019,2,4,0,1,2,12.0,41.333333333333336,0.5650000000000001,0.013669354838709678,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,321.41,13.285343437565015,588184.2
0.8,36.0,16.0,11118635.978368891,39819.82,47.56,26,2812,2017,11,5,6,4,2017,11,9,3,4,4,576.0,19303.187462445992,69.13163194444445,0.0035813583678311577,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,463147.38,13.865569041286342,588184.2
0.32,9.0,5.130415859193714,69.0,3.24,20.18,51,3775,2017,7,24,0,3,2017,7,28,4,3,4,46.17374273274342,1.4943557943607997,0.07016975034389843,0.04695652173913044,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,142.94,13.285040132446998,588184.2
0.460924541128484,21.661468232313624,9.410313013156898,428.0,3.12,21.63,43,2142,2018,2,28,2,1,2018,3,3,5,1,3,203.84119639062564,2.0996737047196956,0.01530603261384451,0.007289719626168225,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,400.23,13.285477360822398,588184.2
0.05,36.0,16.0,11476.0,7.2,88.23,16,3031,2016,3,28,0,1,2016,3,28,0,1,0,576.0,19.92361111111111,0.0125,0.0006273963053328686,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,457.57,13.285574776089964,588184.2
0.27,33.0,15.0,44037.0,17.21,74.7,26,1741,2017,5,12,4,2,2017,5,13,5,2,1,495.0,88.96363636363637,0.03476767676767677,0.00039080772986352385,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,-671.17,13.283655405566371,588184.2
0.81,27.0,22.0,1240.0,4.19,15.66,31,2060,2019,4,9,1,2,2019,4,12,4,2,3,594.0,2.0875420875420874,0.0070538720538720545,0.0033790322580645165,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,698.49,13.285983972845274,588184.2
0.23,18.0,8.0,3090.0,12.96,20.21,23,5337,2015,5,3,6,2,2015,5,7,3,2,4,144.0,21.458333333333332,0.09000000000000001,0.004194174757281554,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,243.97,13.28521184159958,588184.2
0.42,24.0,17.0,4848.0,32.42,23.52,53,1084,2015,4,11,5,2,2015,4,12,6,2,1,408.0,11.882352941176471,0.0794607843137255,0.0066872937293729375,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,-552.54,13.283857303765826,588184.2
0.07,4.0,3.0,37.0,3.41,16.27,42,2286,2015,8,29,5,3,2015,9,1,1,3,3,12.0,3.0833333333333335,0.2841666666666667,0.09216216216216216,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,139.04,13.285033503471327,588184.2
0.11,5.0,4.0,27.0,3.88,23.38,1,4543,2016,2,3,2,1,2016,2,4,3,1,1,20.0,1.35,0.194,0.1437037037037037,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,150.88,13.285053628225768,588184.2
0.41,7.0,4.454628844307846,767.0,6.83,22.62,42,3351,2018,4,29,6,2,2018,5,3,3,2,4,31.182401910154923,24.597207175057843,0.2190338005288723,0.008904823989569752,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,225.51,13.285180469447234,588184.2
0.03,18.0,9.0,4083.0,6.46,23.69,39,518,2017,3,29,2,1,2017,3,29,2,1,0,162.0,25.203703703703702,0.03987654320987654,0.0015821699730590253,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,189.95,13.285120033642862,588184.2
0.78,19.0,8.599229861055946,207319.0,1807.26,36.03,1,4126,2019,5,13,0,2,2019,5,17,4,2,4,163.38536736006296,1268.8957606779904,11.06133327115655,0.008717290745180134,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,5388.43,13.293916545994092,588184.2
0.460924541128484,8.0,5.0,350.0,3.34,17.02,26,2427,2016,12,3,5,4,2016,12,7,2,4,4,40.0,8.75,0.08349999999999999,0.009542857142857143,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,142.88,13.285040030463088,588184.2
0.11,28.0,8.0,8632.0,18.09,40.52,16,2803,2018,2,4,6,1,2018,2,4,6,1,0,224.0,38.535714285714285,0.08075892857142856,0.002095690454124189,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,247.17,13.28521727979242,588184.2
0.460924541128484,33.0,7.0,9320.0,9.69,98.19,28,3422,2017,2,17,4,1,2017,2,17,4,1,0,231.0,40.34632034632035,0.04194805194805194,0.0010396995708154505,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,611.19,13.285835715263877,588184.2
0.7,25.0,6.0,139475.0,159.1,30.76,33,5195,2019,4,1,0,2,2019,4,4,3,2,3,150.0,929.8333333333334,1.0606666666666666,0.0011407062197526438,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1164.3,13.286774665262058,588184.2
0.39,13.0,6.0,321.0,4.64,17.75,3,4954,2017,4,3,0,2,2017,4,6,3,2,3,78.0,4.115384615384615,0.059487179487179485,0.014454828660436136,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,235.31,13.285197124341893,588184.2
0.86,16.0,7.0,3159.0,20.61,10.53,17,3278,2016,7,24,6,3,2016,7,28,3,3,4,112.0,28.205357142857142,0.18401785714285715,0.006524216524216524,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,389.6,13.285459300409329,588184.2
